title,author,letter,entry_number,title_length,author_last_name,genre_hints
The Vice President,Gore Vidal,V,98,18,Vidal,General Fiction
The Aeneid,Virgil,A,31,10,Virgil,General Fiction
Zero Limits,Joe Vitale,Z,99,11,Vitale,General Fiction
The List,Siobhan Vivian,L,74,8,Vivian,General Fiction
Northline,Willy Vlautin,N,31,9,Vlautin,General Fiction
Quintet,William T. Vollmann,Q,20,7,Vollmann,General Fiction
You Bright and Risen Angels,William T. Vollmann,Y,60,27,Vollmann,General Fiction
Candide,Voltaire,C,51,7,Voltaire,General Fiction
Cat's Cradle,Kurt Vonnegut,C,38,12,Vonnegut,General Fiction
Kat's Cradle,Kurt Vonnegut,K,37,12,Vonnegut,General Fiction
Slaughterhouse-Five,Kurt Vonnegut,S,3,19,Vonnegut,General Fiction
The Sirens of Titan,Kurt Vonnegut,S,62,19,Vonnegut,General Fiction
Welcome to the Monkey House,Kurt Vonnegut,W,47,27,Vonnegut,General Fiction
On Earth We're Briefly Gorgeous,Ocean Vuong,O,43,31,Vuong,General Fiction
The Bhagavad Gita,Vyasa,B,36,17,Vyasa,General Fiction
The Mahabharata,Vyasa,M,61,15,Vyasa,General Fiction
The Zone of Proximal Development,L.S. Vygotsky,Z,52,32,Vygotsky,General Fiction
The Hare with Amber Eyes,Edmund de Waal,H,94,24,Waal,General Fiction
Indian Horse,Richard Wagamese,I,87,12,Wagamese,General Fiction
Kingdom Come,Mark Waid,K,95,12,Waid,General Fiction
The Love Affairs of Nathaniel P.,Adelle Waldman,L,92,32,Waldman,Romance
Now Is the Time to Open Your Heart,Alice Walker,N,69,34,Walker,Romance
The Color Purple,Alice Walker,C,7,16,Walker,General Fiction
The Color Purple,Alice Walker,T,36,16,Walker,General Fiction
You Can't Keep a Good Woman Down,Alice Walker,Y,56,32,Walker,General Fiction
Jubilee,Margaret Walker,J,31,7,Walker,General Fiction
Why We Sleep,Matthew Walker,W,59,12,Walker,General Fiction
Big Fish,Daniel Wallace,B,50,8,Wallace,General Fiction
Consider the Lobster,David Foster Wallace,C,75,20,Wallace,General Fiction
Infinite Jest,David Foster Wallace,I,44,13,Wallace,General Fiction
The Uninhabitable Earth,David Wallace-Wells,U,32,23,Wallace-Wells,General Fiction
The Glass Castle,Jeannette Walls,G,13,16,Walls,General Fiction
The Glass Castle,Jeannette Walls,T,40,16,Walls,General Fiction
Knowledge of Angels,Jill Paton Walsh,K,65,19,Walsh,General Fiction
Beautiful Ruins,Jess Walter,B,59,15,Walter,General Fiction
The Zeus Command,Hugh Walters,Z,66,16,Walters,General Fiction
"Sing, Unburied, Sing",Jesmyn Ward,S,45,20,Ward,General Fiction
The Arrangement,Ashley Warlick,A,86,15,Warlick,General Fiction
Vamps and Variety,Nancy Warren,V,97,17,Warren,General Fiction
All the King's Men,Robert Penn Warren,A,42,18,Warren,General Fiction
Up from Slavery,Booker T. Washington,U,13,15,Washington,General Fiction
The Night Watch,Sarah Waters,N,41,15,Waters,General Fiction
The Young and the Digital,S. Craig Watkins,Y,87,25,Watkins,General Fiction
The Double Helix,James Watson,D,20,16,Watson,General Fiction
Vile Bodies,Evelyn Waugh,V,20,11,Waugh,General Fiction
The Umbrella Academy,Gerard Way,U,20,20,Way,General Fiction
The Duchess of Malfi,John Webster,D,59,20,Webster,General Fiction
The Duchess of Malfi,John Webster,T,67,20,Webster,General Fiction
The White Devil,John Webster,T,71,15,Webster,General Fiction
The Geography of Bliss,Eric Weiner,G,23,22,Weiner,General Fiction
Good in Bed,Jennifer Weiner,G,98,11,Weiner,General Fiction
The Martian,Andy Weir,M,3,11,Weir,General Fiction
The Devil Wears Prada,Lauren Weisberger,D,8,21,Weisberger,General Fiction
Knowledge and Wonder,Victor Weisskopf,K,39,20,Weisskopf,General Fiction
Zero G,Dan Wells,Z,61,6,Wells,General Fiction
The Invisible Man,H.G. Wells,I,81,17,Wells,General Fiction
The Island of Dr. Moreau,H.G. Wells,I,6,24,Wells,General Fiction
The Outline of History,H.G. Wells,O,25,22,Wells,Biography/History
The Time Machine,H.G. Wells,T,12,16,Wells,General Fiction
The War of the Worlds,H.G. Wells,T,16,21,Wells,War/Military
The War of the Worlds,H.G. Wells,W,48,21,Wells,War/Military
The Zeppelin Base,H.G. Wells,Z,74,17,Wells,General Fiction
Network Effect,Martha Wells,N,85,14,Wells,General Fiction
Delta Wedding,Eudora Welty,D,67,13,Welty,General Fiction
The Optimist's Daughter,Eudora Welty,O,21,23,Welty,General Fiction
The Kitchen,Arnold Wesker,K,42,11,Wesker,General Fiction
Jumping the Queue,Mary Wesley,J,24,17,Wesley,General Fiction
Until They Bring the Streetcars Back,Stanley Gordon West,U,92,36,West,General Fiction
Educated,Tara Westover,E,36,8,Westover,General Fiction
Where Things Come Back,John Corey Whaley,W,93,22,Whaley,General Fiction
Ethan Frome,Edith Wharton,E,10,11,Wharton,General Fiction
The Age of Innocence,Edith Wharton,A,16,20,Wharton,General Fiction
The House of Mirth,Edith Wharton,H,20,18,Wharton,General Fiction
Xingu,Edith Wharton,X,11,5,Wharton,General Fiction
Birdy,William Wharton,B,88,5,Wharton,General Fiction
The Queen of Kentucky,Alecia Whitaker,Q,43,21,Whitaker,General Fiction
Quite a Year for Plums,Bailey White,Q,54,22,White,General Fiction
Charlotte's Web,E.B. White,C,3,15,White,General Fiction
The Zone War,James White,Z,72,12,White,War/Military
The Once and Future King,T.H. White,O,11,24,White,Science Fiction
The Once and Future King,T.H. White,O,60,24,White,Science Fiction
John Henry Days,Colson Whitehead,J,40,15,Whitehead,General Fiction
The Nickel Boys,Colson Whitehead,N,21,15,Whitehead,General Fiction
The Nickel Boys,Colson Whitehead,N,58,15,Whitehead,General Fiction
The Underground Railroad,Colson Whitehead,C,73,24,Whitehead,General Fiction
The Underground Railroad,Colson Whitehead,U,18,24,Whitehead,General Fiction
Zone One,Colson Whitehead,Z,23,8,Whitehead,General Fiction
Leaves of Grass,Walt Whitman,L,20,15,Whitman,General Fiction
Jerusalem Poker,Edward Whittemore,J,71,15,Whittemore,General Fiction
Night,Elie Wiesel,N,4,5,Wiesel,General Fiction
"Queer Theory, Gender Theory",Riki Wilchins,Q,62,27,Wilchins,General Fiction
The Importance of Being Earnest,Oscar Wilde,I,9,31,Wilde,General Fiction
The Importance of Being Earnest,Oscar Wilde,T,66,31,Wilde,General Fiction
The Picture of Dorian Gray,Oscar Wilde,P,2,26,Wilde,General Fiction
The Picture of Dorian Gray,Oscar Wilde,T,14,26,Wilde,General Fiction
Little House in the Big Woods,Laura Ingalls Wilder,L,29,29,Wilder,Children
Little House on the Prairie,Laura Ingalls Wilder,L,17,27,Wilder,Children
Our Town,Thornton Wilder,O,34,8,Wilder,General Fiction
The Warmth of Other Suns,Isabel Wilkerson,W,55,24,Wilkerson,War/Military
Stoner,John Williams,S,43,6,Williams,General Fiction
The Velveteen Rabbit,Margery Williams,V,32,20,Williams,General Fiction
A Streetcar Named Desire,Tennessee Williams,A,44,24,Williams,General Fiction
The Glass Menagerie,Tennessee Williams,G,46,19,Williams,General Fiction
Refuge,Terry Tempest Williams,R,47,6,Williams,General Fiction
One Crazy Summer,Rita Williams-Garcia,O,86,16,Williams-Garcia,General Fiction
Blackout,Connie Willis,B,37,8,Willis,General Fiction
Fences,August Wilson,F,90,6,Wilson,General Fiction
The Future of Life,Edward O. Wilson,F,87,18,Wilson,Science Fiction
Burn This,Lanford Wilson,B,78,9,Wilson,General Fiction
The Atlantic,Simon Winchester,A,56,12,Winchester,General Fiction
Quick Silver,Linda Windsor,Q,68,12,Windsor,General Fiction
The Gentlemen's Hour,Don Winslow,G,39,20,Winslow,General Fiction
Oranges Are Not the Only Fruit,Jeanette Winterson,O,31,30,Winterson,General Fiction
The Passion,Jeanette Winterson,P,75,11,Winterson,General Fiction
Queen Bees and Wannabes,Rosalind Wiseman,Q,9,23,Wiseman,General Fiction
The Virginian,Owen Wister,V,13,13,Wister,General Fiction
Something Fresh,P.G. Wodehouse,S,63,15,Wodehouse,General Fiction
The Code of the Woosters,P.G. Wodehouse,C,62,24,Wodehouse,General Fiction
The Viral Storm,Nathan Wolfe,V,71,15,Wolfe,General Fiction
You Can't Go Home Again,Thomas Wolfe,Y,1,23,Wolfe,General Fiction
You Can't Go Home Again,Thomas Wolfe,Y,76,23,Wolfe,General Fiction
A Man in Full,Tom Wolfe,A,60,13,Wolfe,General Fiction
I Am Charlotte Simmons,Tom Wolfe,I,15,22,Wolfe,General Fiction
The Bonfire of the Vanities,Tom Wolfe,B,18,27,Wolfe,General Fiction
The Electric Kool-Aid Acid Test,Tom Wolfe,E,11,31,Wolfe,General Fiction
The Right Stuff,Tom Wolfe,R,9,15,Wolfe,General Fiction
Old School,Tobias Wolff,O,42,10,Wolff,General Fiction
The Vintage Book of Contemporary American Short Stories,Tobias Wolff,V,30,55,Wolff,General Fiction
Quick as a Cricket,Audrey Wood,Q,59,18,Wood,General Fiction
Empire of Liberty,Gordon Wood,E,72,17,Wood,General Fiction
The Hiding Game,Naomi Wood,H,81,15,Wood,General Fiction
Jacob's Room,Virginia Woolf,J,64,12,Woolf,General Fiction
Mrs. Dalloway,Virginia Woolf,M,16,13,Woolf,General Fiction
Orlando,Virginia Woolf,O,22,7,Woolf,General Fiction
The Voyage Out,Virginia Woolf,V,18,14,Woolf,General Fiction
The Waves,Virginia Woolf,W,17,9,Woolf,General Fiction
The Years,Virginia Woolf,Y,11,9,Woolf,General Fiction
Black Boy,Richard Wright,B,90,9,Wright,General Fiction
Native Son,Richard Wright,N,8,10,Wright,General Fiction
Edgar Sawtelle,David Wroblewski,E,83,14,Wroblewski,General Fiction
In the Footsteps of Mr. Kurtz,Michela Wrong,I,98,29,Wrong,General Fiction
The Probability of Miracles,Wendy Wunder,P,82,27,Wunder,General Fiction
Prozac Nation,Elizabeth Wurtzel,P,52,13,Wurtzel,General Fiction
The Swiss Family Robinson,Johann David Wyss,S,58,25,Wyss,General Fiction
The Autobiography of Malcolm X,Malcolm X,A,28,30,X,Biography/History
Xenophon's Anabasis,Xenophon,X,6,19,Xenophon,General Fiction
Xenophon's Cyropaedia,Xenophon,X,16,21,Xenophon,General Fiction
Xenophon's Hellenica,Xenophon,X,21,20,Xenophon,General Fiction
Xenophon's Memorabilia,Xenophon,X,31,22,Xenophon,General Fiction
Xenophon's Oeconomicus,Xenophon,X,36,22,Xenophon,General Fiction
When Nietzsche Wept,Irvin D. Yalom,W,56,19,Yalom,General Fiction
A Little Life,Hanya Yanagihara,A,85,13,Yanagihara,Children
The People in the Trees,Hanya Yanagihara,P,79,23,Yanagihara,General Fiction
Revolutionary Road,Richard Yates,R,35,18,Yates,General Fiction
The Devil's Arithmetic,Jane Yolen,D,34,22,Yolen,General Fiction
Kitchen,Banana Yoshimoto,K,29,7,Yoshimoto,General Fiction
I Am Malala,Malala Yousafzai,I,55,11,Yousafzai,General Fiction
The Replacements,Brenna Yovanoff,R,82,16,Yovanoff,General Fiction
The Angel's Game,Carlos Ruiz Zafón,A,96,16,Zafón,General Fiction
The Shadow of the Wind,Carlos Ruiz Zafón,S,21,22,Zafón,General Fiction
Vaclav Havel,Michael Zantovsky,V,96,12,Zantovsky,General Fiction
Crying in H Mart,Michelle Zauner,C,91,16,Zauner,General Fiction
The Storied Life of A.J. Fikry,Gabrielle Zevin,S,72,30,Zevin,Biography/History
Zero Belly Diet,David Zinczenko,Z,53,15,Zinczenko,General Fiction
A People's History of the United States,Howard Zinn,A,89,39,Zinn,Biography/History
Questions for Ada,Ibi Zoboi,Q,64,17,Zoboi,General Fiction
Nana,Émile Zola,N,10,4,Zola,General Fiction
The Dancing Wu Li Masters,Gary Zukav,D,54,25,Zukav,General Fiction
I Am the Messenger,Markus Zusak,I,42,18,Zusak,General Fiction
The Book Thief,Markus Zusak,B,7,14,Zusak,General Fiction
The Book Thief,Markus Zusak,T,26,14,Zusak,General Fiction
The Sisters Brothers,Patrick deWitt,S,78,20,deWitt,General Fiction
Compass,Mathias Énard,C,84,7,Énard,General Fiction
